n,avl_insert_ns,avl_search_ns,bentley_insert_ns,bentley_search_ns,speed_insert_ns,speed_search_ns
45600,33465400,3197400,325512100,6588700
45700,31914000,3397100,324251300,6759600
45800,31273800,3215400,323603400,8228500
45900,31120800,3269600,324272000,8262100
46000,32814800,3450500,325569000,8216400
46100,33524900,3729900,327694100,6229400
46200,33113600,3365800,338306300,8492500
46300,32198300,3456800,323533700,8777100
46400,32133500,3663700,324013300,6924200
46500,31739900,3374000,326461400,8803200
46600,32840900,3321400,327805100,6341100
46700,31233900,3547300,323882400,9929000
46800,32946800,3283500,327062100,8861400
46900,32972800,3283300,328968400,8860600
47000,31957800,3441700,323334600,9928200
47100,33438000,5515700,333311200,12333700
47200,48109400,5793600,358193000,7342900
47300,35726100,3453300,372069700,9491900
47400,31738500,3317300,376185500,8643400
47500,32766500,4278800,367562000,19608100
47600,41865900,3463300,361622600,8907800
47700,37840900,4922300,354928000,7974600
47800,32881100,3333400,353681300,18633700
47900,31554300,3314100,346059700,9574000
48000,32007600,3668900,334196500,7977500
48100,33254100,3339100,379254300,10801300
48200,32879500,3576500,367798700,8902400
48300,33181500,3430700,379204900,16784400
48400,37797900,3468400,346800900,7749600
48500,32617600,3384100,361965100,9949000
48600,45597600,3561300,375537000,13404700
48700,33296400,4140500,380718900,10620900
48800,33555100,10588200,365284300,10945500
48900,33883300,3488000,382193100,19117600
49000,43056300,4047000,404893500,10910600
49100,34715900,3583900,381104000,12033900
49200,33048600,3603000,409014400,11907600
49300,34706800,3495600,389374800,5909600
49400,40948100,4101900,370211100,8321200
49500,34571400,3607700,379148400,8613100
49600,34167800,3788000,382002900,7638700
49700,38307800,3542500,386009800,7623400
49800,35474600,3391400,365924600,6477300
49900,33934500,3756500,390426300,9191500
50000,35707100,3671300,371950900,7151000
50100,47045000,3667000,374026300,9624700
50200,34377700,3743000,370192200,6551900
50300,36527700,4269000,397497000,10810200
50400,33957400,3750500,374592700,7924900
50500,35039300,3698200,377581000,7371500
50600,42437500,3809600,393464000,11148200
50700,34925400,3782400,389628900,7587900
50800,34882500,3588400,387654000,8503500
50900,35343200,10719900,435096300,9046700
51000,38333800,3710300,378839600,9830700
51100,35153500,3680800,389049000,9952000
51200,34784000,7348900,403932000,7550400
51300,45095700,9515200,392561600,15310000
51400,48234100,3979900,396034400,7385800
51500,34257400,3611500,376309200,8966300
51600,35859500,3936400,381647600,7659600
51700,35235000,3644400,411130400,10791400
51800,51240700,3735600,416271500,15300000
51900,44121200,3745500,391861000,11126600
52000,37284800,3905300,395644900,7452900
52100,35714700,5972100,395872700,15139300
52200,39131700,3854400,399718500,10486900
52300,50049600,3796900,391290500,8275600
52400,43821300,11534800,374920400,8869300
52500,36643000,3852600,370563000,8323000
52600,36697400,3954100,382585700,14789800
52700,39182100,7562200,420211500,13597700
52800,38279800,4022200,406016500,8386200
52900,36893800,3918500,400381100,9801800
53000,37141900,4011100,415409000,9639600
53100,43204100,4139600,415729000,17635300
53200,40714300,3843300,432672200,15837700
53300,35821200,3805300,407722700,9951100
53400,46636600,4326000,403770100,8073100
53500,44387600,4360800,410621900,10856600
53600,38491400,4133800,406499000,8159200
53700,45241800,9363800,409962400,9069200
53800,37055200,4778900,408110800,8242100
53900,38311000,4026400,419284500,8755000
54000,39321100,4039500,411682200,10312200
54100,37275600,4160900,406502400,10398300
54200,37760900,4976400,404085800,12058800
54300,50817800,4119500,443779700,9877600
54400,42491500,4105000,417620500,7216500
54500,40101100,4098900,415897100,12080800
54600,39805900,4200700,405090800,8958300
54700,37263500,4213100,410627100,16873700
54800,37297100,3990900,426770000,9878800
54900,38024800,4080100,409236600,11539100
55000,38958400,4172300,443719900,11535900
55100,38465200,4125900,413130100,14977500
55200,54361000,5820500,407082500,11278500
55300,40310300,5018000,454598900,9201500
55400,44867000,4705500,461874300,10439900
55500,42060800,4591800,454417500,12710700
55600,44690500,4548900,449967000,10163700
55700,44874900,4398800,437288800,11854000
55800,41466900,4275200,440744800,15670000
55900,39528900,4282100,412823200,16038800
56000,38490100,4296100,410570200,10399900
56100,44363500,4264400,426220200,10210600
56200,45102600,4156100,428659700,14947500
56300,43309200,4238900,431299300,13824400
56400,54769900,4176000,430239200,10376300
56500,48657400,5323300,424495300,11343300
56600,40334200,4296000,444359000,10804100
56700,38421100,4072600,438751300,15455500
56800,39599000,4881500,412326000,11892200
56900,38999000,4321800,414858100,10174300
57000,40850200,4261300,451901200,11661300
57100,40177200,4437400,436498900,11805200
57200,40742000,4499800,427207100,14360100
57300,45193800,4536200,420862000,15113400
57400,40573300,4517200,443786500,7815500
57500,41585200,4491700,419543300,9401900
57600,41456800,4335400,446625700,6961700
57700,60317200,4436100,423214000,9069000
57800,49193600,4527400,436508000,12308300
57900,47629000,4296800,420090400,10469100
58000,41391400,4377900,474770200,8988300
58100,41429900,4245800,445588200,12075000
58200,40831000,4372600,428607200,13432300
58300,42204900,4423700,451192300,13171100
58400,51509500,4397500,429931800,9477800
58500,51716700,4459100,431635300,7902600
58600,40984500,4307200,473055300,11164400
58700,41811200,4369100,465671800,10502000
58800,41188300,4623000,479228900,12964500
58900,48837900,4407400,433186300,10896700
59000,52970900,4722700,428867500,11586300
59100,42626600,4506900,425538200,12781200
59200,50290000,4368200,461073900,10118500
59300,54071200,6265200,450786500,12662500
59400,41562000,4609300,462064300,8042400
59500,51196400,4627700,455182400,12400600
59600,44997500,4924900,464171200,14723100
59700,50983600,5382700,540195200,13941800
59800,50743100,6700900,498499700,12687300
59900,53848600,4778800,465453500,14215800
60000,43166300,4689100,442855600,11413200
60100,44281300,4688600,468909200,11279100
60200,42920800,5013000,467224200,10835800
60300,52416400,5147500,463493000,12480600
60400,44378500,4634300,467266200,14780800
60500,44195100,4716700,453413500,11812800
60600,42776100,4622300,492212200,12028900
60700,44752600,4552700,451692400,12287700
60800,43426400,4706400,470557600,12979300
60900,43104300,4902900,446627400,13156600
61000,43943200,4683100,473427300,19039500
61100,42106700,4573200,447412800,12733800
61200,41805000,5141800,497697700,12473800
61300,44564700,4521500,449542800,14149100
61400,53615000,4586600,469114300,14166700
61500,42879900,5218500,484556700,10935600
61600,43647900,7711500,461352000,10212100
61700,42358800,4668200,476798400,12562700
61800,60972300,6180400,468158200,13922000
61900,45422900,4842000,475575700,13495100
62000,44252300,4758700,458023100,10055600
62100,57240600,5071500,463754500,11199100
62200,43148600,4982800,466098900,13403300
62300,44597400,4903000,466986400,17783100
62400,52330400,4683600,437265100,11033700
62500,44875400,5486200,463160700,10553200
62600,49678700,5018300,480793400,12074200
62700,47176500,5080100,472859200,13280300
62800,54080600,4828900,446552200,12264800
62900,45642900,4887700,464503800,15511500
63000,55237500,5279100,448424500,16579100
63100,59195600,6219700,457014000,15067200
63200,51967700,4892500,466103100,13303200
63300,45100500,5090600,478151100,15006600
63400,55679300,5313500,504903900,15712700
63500,46944600,4855400,483580800,10592900
63600,46863200,4868900,483167700,11194900
63700,45040600,5140000,495486700,13006500
63800,46265400,5514400,474056400,13194500
63900,45247600,5272900,461336400,14344900
64000,53572100,5011300,477815500,10524400
64100,49138200,5018600,480399400,16266300
64200,49383100,5228100,485754500,15868200
64300,45345200,5377500,490863300,13837900
64400,60989200,5877500,467067300,13161200
64500,59793700,10465600,486581500,16697400
64600,46509900,4925800,454659000,13202400
64700,61605700,7410600,488752600,15846400
64800,58357700,5239000,462663000,12568400
64900,57583700,4885900,520035300,13632400
65000,64961100,12279000,501642100,15538000
65100,54195000,6010900,503503600,13291100
65200,53101500,5235900,468533200,14107500
65300,54177400,5160200,483062000,19984100
65400,56089000,5280900,472617900,22198900
65500,56556700,5591200,487354700,22267200
65600,48915800,4978000,548863600,6381800
65700,49889800,5579400,566634600,11567000
65800,46398300,5572300,533161000,8030500
65900,48930000,5466200,551434200,10007200
66000,52319900,5463100,568872000,9241600
66100,50838200,5426600,549171400,10479600
66200,57116400,5125200,583053700,9604600
66300,46346000,5103200,549416800,12600400
66400,60651500,6741700,565369000,12289600
66500,69699100,30376900,575620000,10330300
66600,49378000,5508800,526726400,7399100
66700,57605800,5358000,551155300,10281900
66800,47888200,5665800,568356500,12563200
66900,46576700,5197900,593677600,11636700
67000,49552400,7375000,531451300,11123900
67100,50083000,5233300,589113900,10531000
67200,54486100,5416400,562861400,8251300
67300,47234100,5356700,568923800,12196900
67400,46290100,5364300,550338100,9867800
67500,53413200,7194000,574706400,13740900
67600,47365700,5776100,564081600,7328400
67700,59882600,6123300,546250400,10076600
67800,49821000,5428800,564398800,11067700
67900,49030800,5505900,555996100,14228800
68000,48990300,5247900,567546100,10126800
68100,51587800,5402000,540932500,9444500
68200,58982700,5345700,527114300,22453300
68300,68784000,8271000,581666400,11559300
68400,63199700,6292000,573403000,11300100
68500,50476400,8635700,569488400,15826500
68600,49632500,5370100,597465600,28085100
68700,50174300,5718200,610333000,10947800
68800,49034400,5397400,565730000,10752900
68900,50694100,5457600,557424500,12124600
69000,54356800,5754200,557302700,13077000
69100,53985900,5686200,607216700,15914200
69200,59665700,5515100,568748000,14246000
69300,57436900,5415900,567009600,13144300
69400,72188300,10162700,537072600,11410400
69500,53527000,5824800,579197200,28143900
69600,48960200,5583600,631648600,13750200
69700,62456500,6110900,564259600,8202800
69800,57267200,6965800,624105600,12090500
69900,53843800,5560100,563021500,10506000
70000,49508100,5450600,593923200,12944500
70100,50151800,7217500,576705600,15130900
70200,56001400,5444200,607078400,12465700
70300,53237400,6328400,560574500,16054500
70400,57098500,6044300,600585500,9345000
70500,60732700,5847500,545987900,12629400
70600,50294000,5810500,606408800,14259200
70700,50926500,5680900,568200200,11311100
70800,52696400,6339900,608882200,14348100
70900,53204200,5689000,606370000,25336300
71000,56747500,5981100,578662400,13840700
71100,63048300,5641500,564097000,15651000
71200,51597700,8225800,582328400,17170100
71300,51608800,5619000,586022300,25417200
71400,61810300,5710200,546748600,13135000
71500,53401800,5778500,606816600,18710600
71600,50752600,5641900,573447100,13613900
71700,50950400,5701600,588446000,12531100
71800,53216500,5819400,599588900,16563900
71900,61944500,12595200,598204600,21370500
72000,59522100,5631800,584563500,11833000
72100,59691500,6342800,584491500,14217000
72200,53606800,5738100,574313000,10775100
72300,51550000,6002200,597984300,24253500
72400,61819600,5673300,562261400,12892900
72500,53958200,6573800,602296500,19750800
72600,61228800,7120400,731731900,17287600
72700,77375500,6944900,679156600,27881700
72800,65391200,6936400,657812300,13345900
72900,66218200,6609000,616522000,18077200
73000,54104700,7067600,623236000,15352900
73100,54493000,6204200,610498800,14496100
73200,53172700,6319300,611600200,17326100
